"game_play_number","id","sequence_number","type_id","type_text","text","away_score","home_score","period_number","period_display_value","clock_display_value","scoring_play","score_value","team_id","athlete_id_1","wallclock","shooting_play","game_id","season","season_type","home_team_id","home_team_name","home_team_mascot","home_team_abbrev","home_team_name_alt","away_team_id","away_team_name","away_team_mascot","away_team_abbrev","away_team_name_alt","game_spread","home_favorite","game_spread_available","home_team_spread","half","time","clock_minutes","clock_seconds","home_timeout_called","away_timeout_called","lead_period","lead_half","start_period_seconds_remaining","start_game_seconds_remaining","end_period_seconds_remaining","end_game_seconds_remaining","lag_period","lag_half","athlete_id_2","game_date","game_date_time","media_id","coordinate_x_raw","coordinate_y_raw","coordinate_x","coordinate_y"
135,401638645101996480,101996501,598,"Lost Ball Turnover","Braden Smith Turnover.",30,36,1,"1st Half","0:34",FALSE,0,2509,5105854,"2024-04-09T02:09:17Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"0:34",0,34,FALSE,FALSE,1,1,34,1234,34,1234,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
136,401638645101996480,101996502,607,"Steal","Stephon Castle Steal.",30,36,1,"1st Half","0:34",FALSE,0,41,4845367,"2024-04-09T02:09:17Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"0:34",0,34,FALSE,FALSE,1,1,34,1234,3,1203,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
137,4.01638645102e+17,101999601,558,"JumpShot","Cam Spencer missed Jumper.",30,36,1,"1st Half","0:03",FALSE,2,41,4433083,"2024-04-09T02:09:17Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"0:03",0,3,FALSE,FALSE,1,1,3,1203,3,1203,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,10,31.75,0
138,4.01638645102e+17,101999602,587,"Defensive Rebound","Fletcher Loyer Defensive Rebound.",30,36,1,"1st Half","0:03",FALSE,0,2509,5105853,"2024-04-09T02:09:17Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"0:03",0,3,FALSE,FALSE,1,1,3,1203,0,1200,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
139,4.01638645102e+17,101999901,412,"End Period","End of 1st half",30,36,1,"1st Half","0:00",FALSE,0,NA,NA,"2024-04-09T02:09:17Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,1,"0:00",0,0,FALSE,FALSE,2,2,0,1200,1200,1200,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,50,-5,-46.75,25
140,401638645102799872,102799901,615,"Jumpball","Jump Ball won by Purdue",30,36,2,"2nd Half","20:00",FALSE,0,2509,NA,"2024-04-09T02:31:58Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"20:00",20,0,FALSE,FALSE,2,2,1200,1200,1200,1200,1,1,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
141,401638645102805504,102805501,519,"PersonalFoul","Foul on Donovan Clingan.",30,36,2,"2nd Half","19:44",FALSE,0,41,5105565,"2024-04-09T02:32:18Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"19:44",19,44,FALSE,FALSE,2,2,1184,1184,1180,1180,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
142,401638645102805888,102805901,572,"LayUpShot","Zach Edey missed Layup.",30,36,2,"2nd Half","19:40",FALSE,2,2509,4600663,"2024-04-09T02:32:38Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"19:40",19,40,FALSE,FALSE,2,2,1180,1180,1180,1180,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,21,1,-40.75,-4
143,401638645102805888,102805902,587,"Defensive Rebound","Donovan Clingan Defensive Rebound.",30,36,2,"2nd Half","19:40",FALSE,0,41,5105565,"2024-04-09T02:32:38Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"19:40",19,40,FALSE,FALSE,2,2,1180,1180,1169,1169,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
144,401638645102806976,102807001,558,"JumpShot","Cam Spencer missed Jumper.",30,36,2,"2nd Half","19:29",FALSE,2,41,4433083,"2024-04-09T02:32:49Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"19:29",19,29,FALSE,FALSE,2,2,1169,1169,1169,1169,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,27,10,31.75,-2
145,401638645102806976,102807002,586,"Offensive Rebound","Donovan Clingan Offensive Rebound.",30,36,2,"2nd Half","19:29",FALSE,0,41,5105565,"2024-04-09T02:32:49Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"19:29",19,29,FALSE,FALSE,2,2,1169,1169,1162,1162,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
146,401638645102807680,102807701,558,"JumpShot","Tristen Newton made Three Point Jumper. Assisted by Donovan Clingan.",30,39,2,"2nd Half","19:22",TRUE,3,41,4592965,"2024-04-09T02:32:58Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"19:22",19,22,FALSE,FALSE,2,2,1162,1162,1138,1138,2,2,5105565,2024-04-08,2024-04-08 21:20:00,NA,43,22,19.75,-18
147,401638645102814080,102814101,519,"PersonalFoul","Foul on Cam Spencer.",30,39,2,"2nd Half","18:58",FALSE,0,41,4433083,"2024-04-09T02:33:24Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"18:58",18,58,FALSE,FALSE,2,2,1138,1138,1126,1126,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
148,401638645102815296,102815301,574,"DunkShot","Zach Edey missed Dunk.",30,39,2,"2nd Half","18:46",FALSE,2,2509,4600663,"2024-04-09T02:33:55Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"18:46",18,46,FALSE,FALSE,2,2,1126,1126,1126,1126,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,26,0,-41.75,1
149,401638645102815296,102815302,587,"Defensive Rebound","Cam Spencer Defensive Rebound.",30,39,2,"2nd Half","18:46",FALSE,0,41,4433083,"2024-04-09T02:33:55Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"18:46",18,46,FALSE,FALSE,2,2,1126,1126,1117,1117,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
150,401638645102816192,102816201,558,"JumpShot","Tristen Newton missed Three Point Jumper.",30,39,2,"2nd Half","18:37",FALSE,3,41,4592965,"2024-04-09T02:34:05Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"18:37",18,37,FALSE,FALSE,2,2,1117,1117,1117,1117,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,16,24,17.75,9
151,401638645102816192,102816202,587,"Defensive Rebound","Lance Jones Defensive Rebound.",30,39,2,"2nd Half","18:37",FALSE,0,2509,4432002,"2024-04-09T02:34:05Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"18:37",18,37,FALSE,FALSE,2,2,1117,1117,1106,1106,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
152,401638645102817280,102817301,572,"LayUpShot","Trey Kaufman-Renn made Layup. Assisted by Braden Smith.",32,39,2,"2nd Half","18:26",TRUE,2,2509,4897438,"2024-04-09T02:34:20Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"18:26",18,26,FALSE,FALSE,2,2,1106,1106,1081,1081,2,2,5105854,2024-04-08,2024-04-08 21:20:00,NA,25,3,-38.75,0
153,401638645102819776,102819801,558,"JumpShot","Stephon Castle missed Jumper.",32,39,2,"2nd Half","18:01",FALSE,2,41,4845367,"2024-04-09T02:34:40Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"18:01",18,1,FALSE,FALSE,2,2,1081,1081,1081,1081,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,13,28.75,0
154,401638645102819776,102819802,587,"Defensive Rebound","Lance Jones Defensive Rebound.",32,39,2,"2nd Half","18:01",FALSE,0,2509,4432002,"2024-04-09T02:34:40Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"18:01",18,1,FALSE,FALSE,2,2,1081,1081,1069,1069,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
155,401638645102825024,102825001,558,"JumpShot","Braden Smith missed Jumper.",32,39,2,"2nd Half","17:49",FALSE,2,2509,5105854,"2024-04-09T02:34:51Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"17:49",17,49,FALSE,FALSE,2,2,1069,1069,1069,1069,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,32,12,-29.75,7
156,401638645102825024,102825002,587,"Defensive Rebound","Cam Spencer Defensive Rebound.",32,39,2,"2nd Half","17:49",FALSE,0,41,4433083,"2024-04-09T02:34:51Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"17:49",17,49,FALSE,FALSE,2,2,1069,1069,1060,1060,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
157,401638645102825920,102825901,572,"LayUpShot","Stephon Castle made Layup. Assisted by Cam Spencer.",32,41,2,"2nd Half","17:40",TRUE,2,41,4845367,"2024-04-09T02:35:05Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"17:40",17,40,FALSE,FALSE,2,2,1060,1060,1043,1043,2,2,4433083,2024-04-08,2024-04-08 21:20:00,NA,27,1,40.75,-2
158,401638645102827584,102827601,519,"PersonalFoul","Foul on Trey Kaufman-Renn.",32,41,2,"2nd Half","17:23",FALSE,0,2509,4897438,"2024-04-09T02:35:20Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"17:23",17,23,FALSE,FALSE,2,2,1043,1043,1043,1043,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
159,401638645102827584,102827602,598,"Lost Ball Turnover","Trey Kaufman-Renn Turnover.",32,41,2,"2nd Half","17:23",FALSE,0,2509,4897438,"2024-04-09T02:35:20Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"17:23",17,23,FALSE,FALSE,2,2,1043,1043,1030,1030,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
160,401638645102828928,102828901,558,"JumpShot","Tristen Newton missed Three Point Jumper.",32,41,2,"2nd Half","17:10",FALSE,3,41,4592965,"2024-04-09T02:35:50Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"17:10",17,10,FALSE,FALSE,2,2,1030,1030,1030,1030,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,2,-1,42.75,23
161,401638645102828928,102828902,586,"Offensive Rebound","Tristen Newton Offensive Rebound.",32,41,2,"2nd Half","17:10",FALSE,0,41,4592965,"2024-04-09T02:35:50Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"17:10",17,10,FALSE,FALSE,2,2,1030,1030,1015,1015,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
162,401638645102834432,102834401,519,"PersonalFoul","Foul on Lance Jones.",32,41,2,"2nd Half","16:55",FALSE,0,2509,4432002,"2024-04-09T02:36:10Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"16:55",16,55,FALSE,FALSE,2,2,1015,1015,1015,1015,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
163,401638645102834432,102834402,540,"MadeFreeThrow","Stephon Castle missed Free Throw.",32,41,2,"2nd Half","16:55",FALSE,1,41,4845367,"2024-04-09T02:36:10Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"16:55",16,55,FALSE,FALSE,2,2,1015,1015,1015,1015,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
164,401638645102834432,102834403,449,"Dead Ball Rebound","UConn Deadball Team Rebound.",32,41,2,"2nd Half","16:55",FALSE,0,41,NA,"2024-04-09T02:36:10Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"16:55",16,55,FALSE,FALSE,2,2,1015,1015,1015,1015,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
165,401638645102834432,102834404,540,"MadeFreeThrow","Stephon Castle missed Free Throw.",32,41,2,"2nd Half","16:55",FALSE,1,41,4845367,"2024-04-09T02:36:10Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"16:55",16,55,FALSE,FALSE,2,2,1015,1015,1015,1015,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
166,401638645102834432,102834405,587,"Defensive Rebound","Mason Gillis Defensive Rebound.",32,41,2,"2nd Half","16:55",FALSE,0,2509,4431753,"2024-04-09T02:36:10Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"16:55",16,55,FALSE,FALSE,2,2,1015,1015,1001,1001,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
167,401638645102835776,102835801,558,"JumpShot","Zach Edey missed Jumper.",32,41,2,"2nd Half","16:41",FALSE,2,2509,4600663,"2024-04-09T02:37:21Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"16:41",16,41,FALSE,FALSE,2,2,1001,1001,1001,1001,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,28,6,-35.75,3
168,401638645102835776,102835802,586,"Offensive Rebound","Camden Heide Offensive Rebound.",32,41,2,"2nd Half","16:41",FALSE,0,2509,5105855,"2024-04-09T02:37:21Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"16:41",16,41,FALSE,FALSE,2,2,1001,1001,1001,1001,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
169,401638645102835776,102835803,574,"DunkShot","Camden Heide made Dunk.",34,41,2,"2nd Half","16:41",TRUE,2,2509,5105855,"2024-04-09T02:37:21Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"16:41",16,41,FALSE,FALSE,2,2,1001,1001,978,978,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,1,-40.75,0
170,401638645102838080,102838101,558,"JumpShot","Cam Spencer missed Jumper.",34,41,2,"2nd Half","16:18",FALSE,2,41,4433083,"2024-04-09T02:37:41Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"16:18",16,18,FALSE,FALSE,2,2,978,978,978,978,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,33,10,31.75,-8
171,401638645102838080,102838102,586,"Offensive Rebound","Alex Karaban Offensive Rebound.",34,41,2,"2nd Half","16:18",FALSE,0,41,4917149,"2024-04-09T02:37:41Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"16:18",16,18,FALSE,FALSE,2,2,978,978,970,970,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
172,401638645102838912,102838901,558,"JumpShot","Stephon Castle missed Jumper.",34,41,2,"2nd Half","16:10",FALSE,2,41,4845367,"2024-04-09T02:37:46Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"16:10",16,10,FALSE,FALSE,2,2,970,970,970,970,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,8,33.75,0
173,401638645102838912,102838902,586,"Offensive Rebound","Stephon Castle Offensive Rebound.",34,41,2,"2nd Half","16:10",FALSE,0,41,4845367,"2024-04-09T02:37:46Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"16:10",16,10,FALSE,FALSE,2,2,970,970,965,965,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
174,401638645102839424,102839401,572,"LayUpShot","Stephon Castle made Layup.",34,43,2,"2nd Half","16:05",TRUE,2,41,4845367,"2024-04-09T02:37:56Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"16:05",16,5,FALSE,FALSE,2,2,965,965,954,954,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,26,2,39.75,-1
175,401638645102844480,102844501,519,"PersonalFoul","Foul on Donovan Clingan.",34,43,2,"2nd Half","15:54",FALSE,0,41,5105565,"2024-04-09T02:38:11Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"15:54",15,54,FALSE,FALSE,2,2,954,954,954,954,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
176,401638645102844480,102844502,580,"OfficialTVTimeOut"," Official TV Timeout",34,43,2,"2nd Half","15:54",FALSE,0,NA,NA,"2024-04-09T02:38:11Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"15:54",15,54,FALSE,FALSE,2,2,954,954,944,944,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
177,401638645102845504,102845501,598,"Lost Ball Turnover","Zach Edey Turnover.",34,43,2,"2nd Half","15:44",FALSE,0,2509,4600663,"2024-04-09T02:41:42Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"15:44",15,44,FALSE,FALSE,2,2,944,944,935,935,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
178,401638645102846400,102846401,558,"JumpShot","Cam Spencer missed Three Point Jumper.",34,43,2,"2nd Half","15:35",FALSE,3,41,4433083,"2024-04-09T02:42:13Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"15:35",15,35,FALSE,FALSE,2,2,935,935,935,935,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,16,22,19.75,9
179,401638645102846400,102846402,586,"Offensive Rebound","Tristen Newton Offensive Rebound.",34,43,2,"2nd Half","15:35",FALSE,0,41,4592965,"2024-04-09T02:42:13Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"15:35",15,35,FALSE,FALSE,2,2,935,935,924,924,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
180,401638645102847488,102847501,574,"DunkShot","Samson Johnson made Dunk. Assisted by Tristen Newton.",34,45,2,"2nd Half","15:24",TRUE,2,41,4683752,"2024-04-09T02:42:44Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"15:24",15,24,FALSE,FALSE,2,2,924,924,905,905,2,2,4592965,2024-04-08,2024-04-08 21:20:00,NA,26,0,41.75,-1
181,401638645102849408,102849401,558,"JumpShot","Mason Gillis missed Three Point Jumper.",34,45,2,"2nd Half","15:05",FALSE,3,2509,4431753,"2024-04-09T02:42:59Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"15:05",15,5,FALSE,FALSE,2,2,905,905,905,905,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,7,17,-24.75,-18
182,401638645102849408,102849402,587,"Defensive Rebound","Cam Spencer Defensive Rebound.",34,45,2,"2nd Half","15:05",FALSE,0,41,4433083,"2024-04-09T02:42:59Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"15:05",15,5,FALSE,FALSE,2,2,905,905,900,900,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
183,401638645102849920,102849901,519,"PersonalFoul","Foul on Zach Edey.",34,45,2,"2nd Half","15:00",FALSE,0,2509,4600663,"2024-04-09T02:43:09Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"15:00",15,0,FALSE,FALSE,2,2,900,900,881,881,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
184,401638645102855808,102855801,574,"DunkShot","Samson Johnson made Dunk. Assisted by Tristen Newton.",34,47,2,"2nd Half","14:41",TRUE,2,41,4683752,"2024-04-09T02:43:39Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"14:41",14,41,FALSE,FALSE,2,2,881,881,855,855,2,2,4592965,2024-04-08,2024-04-08 21:20:00,NA,24,0,41.75,1
185,401638645102858432,102858401,519,"PersonalFoul","Foul on Samson Johnson.",34,47,2,"2nd Half","14:15",FALSE,0,41,4683752,"2024-04-09T02:44:05Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"14:15",14,15,FALSE,FALSE,2,2,855,855,855,855,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
186,401638645102858432,102858402,540,"MadeFreeThrow","Zach Edey made Free Throw.",35,47,2,"2nd Half","14:15",TRUE,1,2509,4600663,"2024-04-09T02:44:05Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"14:15",14,15,FALSE,FALSE,2,2,855,855,855,855,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
187,401638645102858432,102858403,540,"MadeFreeThrow","Zach Edey made Free Throw.",36,47,2,"2nd Half","14:15",TRUE,1,2509,4600663,"2024-04-09T02:44:06Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"14:15",14,15,FALSE,FALSE,2,2,855,855,842,842,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,-41.75,0
188,401638645102859712,102859701,558,"JumpShot","Alex Karaban missed Three Point Jumper.",36,47,2,"2nd Half","14:02",FALSE,3,41,4917149,"2024-04-09T02:45:26Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"14:02",14,2,FALSE,FALSE,2,2,842,842,842,842,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,20,26,15.75,5
189,401638645102859712,102859702,586,"Offensive Rebound","Cam Spencer Offensive Rebound.",36,47,2,"2nd Half","14:02",FALSE,0,41,4433083,"2024-04-09T02:45:26Z",FALSE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"14:02",14,2,FALSE,FALSE,2,2,842,842,838,838,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,25,0,41.75,0
190,401638645102864128,102864101,558,"JumpShot","Cam Spencer missed Three Point Jumper.",36,47,2,"2nd Half","13:58",FALSE,3,41,4433083,"2024-04-09T02:45:40Z",TRUE,401638645,2024,3,41,"UConn","Huskies","CONN","UConn",2509,"Purdue","Boilermakers","PUR","Purdue",2.5,TRUE,FALSE,2.5,2,"13:58",13,58,FALSE,FALSE,2,2,838,838,838,838,2,2,NA,2024-04-08,2024-04-08 21:20:00,NA,48,5,36.75,-23
